designation,source_id,ra,dec,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp
Gaia EDR3 413875525531677568,413875525531677568,19.795512199842857,58.289363275087936,2.29389558327597,0.5935101,3.8649647,-10.866603032461482,0.56574994,-3.829144230326528,0.6904886,129.25310252026958,0.4966771,20.408764,61.72299865205113,8.069722,20.862425,174.77721023005617,5.8124127,19.141684,1.7207413
Gaia EDR3 413875525531919488,413875525531919488,19.782872600117003,58.297199696894936,1.6742387255822115,1.1802062,1.4185985,3.0446602060173276,1.404993,-1.330478704349013,1.6767663,85.51733631900045,0.6488565,20.857231,61.013384678667265,8.131388,20.874979,87.80399493102715,7.242963,19.88911,0.98586845
Gaia EDR3 413875525536658816,413875525536658816,19.776478752699486,58.29921865597769,0.010827966314577608,0.5023437,0.021554895,-13.61525946789747,0.38538238,-1.3795165314204116,0.46260554,1678.109786658143,6.8676047,17.625317,506.4361599833976,6.981628,18.57723,2512.7522815501416,6.9722266,16.24752,2.32971
Gaia EDR3 413875525536659200,413875525536659200,19.772241903687377,58.29885991040984,0.14245490065173566,0.112400606,1.2673856,-1.8986581285371513,0.086102344,-0.5260721704666751,0.09810981,7840.999692802739,7.124899,15.951438,3531.8878108496433,9.946334,16.468525,6691.071090020871,12.015946,15.184156,1.2843685
Gaia EDR3 413875525536664576,413875525536664576,19.78046329265179,58.292104276765684,0.12601422018635727,0.07166108,1.7584751,-1.5040935375264524,0.054399695,-0.4243530259748859,0.06150776,4862.6153907271855,3.0237882,16.470192,2242.0770506169674,8.295072,16.961916,4036.9389207721238,8.41155,15.732765,1.2291508
Gaia EDR3 413875525536666368,413875525536666368,19.787705297282752,58.29055989589067,0.3391517961271684,0.014934295,22.709595,-1.9205432585185462,0.010781374,-0.6219813915614305,0.012890619,1063785.0769833568,2946.005,10.620233,671162.2728889063,5576.367,10.771473,588172.4416805042,4945.963,10.324134,0.44733906
Gaia EDR3 413875525536666496,413875525536666496,19.798892674860554,58.290673621492196,0.1655959989763171,0.060406998,2.741338,-1.2710154093954367,0.044709094,0.3100732054349249,0.06214924,3238.416471447856,2.4162343,16.911535,1222.9196670006584,8.017683,17.620047,2907.9818127204394,7.6991563,16.088917,1.5311298
Gaia EDR3 413875525536671616,413875525536671616,19.790163676694284,58.28562361881816,0.23730304799737378,0.026556686,8.935718,-0.7753141398648165,0.020131087,-1.2872620489325077,0.024049118,13297.33907084759,2.8477974,15.377955,7615.150664641398,8.174486,15.634346,8277.229520285742,7.126976,14.953183,0.68116283
Gaia EDR3 413875525536677504,413875525536677504,19.79040834545512,58.28017917849325,0.2970169720360525,0.044111755,6.733284,-2.937874436629434,0.032023765,0.2599137116877676,0.037842378,5130.916169296145,1.5073278,16.41188,2372.0263974810364,5.577898,16.900743,3976.9148291676793,7.1718345,15.74903,1.1517134
Gaia EDR3 413875525538335104,413875525538335104,19.785041319114068,58.29087164408023,0.048158747467424406,0.10423644,0.46201453,-0.9067571583825516,0.07828407,-0.30070732403554296,0.10093245,1557.5224017050996,1.4550598,17.706282,978.9234093311394,24.832138,17.86167,1538.878633947618,17.798971,16.779884,1.0817852
Gaia EDR3 413875555589355136,413875555589355136,19.822607259707688,58.284980262136976,0.3628122017479704,0.06890131,5.2656794,-1.534737124520874,0.04625336,-0.6286231606210204,0.060060088,2835.4016318772547,1.407973,17.05583,1253.1703454407268,5.77525,17.593517,2305.8751251753342,5.1083555,16.340807,1.2527103
Gaia EDR3 413875555589360640,413875555589360640,19.828154539843624,58.28553947434768,0.2174821498875656,0.2696053,0.8066687,-1.8438119783956552,0.22354415,0.515301783794167,0.25266555,270.106276805321,0.50157815,19.60853,113.39986214242485,5.9301977,20.202011,232.8295818939519,4.47627,18.8303,1.3717117
Gaia EDR3 413875555589361408,413875555589361408,19.820124635145522,58.287231884894815,0.9007148260320461,0.4605955,1.9555441,-1.280502052071794,0.35581923,-0.44137916412576467,0.52176,169.16321807347862,0.48778793,20.116602,73.35734711525353,4.18739,20.674932,131.69251030223037,4.561245,19.448994,1.2259388
Gaia EDR3 413875555589385728,413875555589385728,19.812110736563653,58.293016047539645,0.31242473160861367,0.042680357,7.320106,-1.6087373728090575,0.03193918,-0.7504715004049777,0.037308462,4980.747655588757,1.4970453,16.44413,2368.004948405342,5.7543774,16.902586,3749.3447122050293,6.3321104,15.813007,1.0895786
Gaia EDR3 413875555589391744,413875555589391744,19.81549101343966,58.29521092825013,0.11857299785566076,0.22484395,0.52735686,-1.7220910946227779,0.1819894,0.6465107567563946,0.19809328,380.9721831986426,0.5707507,19.235134,155.38071514749254,3.656817,19.86005,299.52539402850635,4.2997174,18.556812,1.3032379
